Name,Registration No.,Validity,E-mail,Contact Person,Address,Correspondence Address,Telephone,Fax No.,State,City
Shatrunjaya Investment AIF,IN/AIF3/24-25/1759,"Mar 12, 2025 - Perpetual",sim.llp@outlook.com,Niket Chheda,"A1206, O2 Commercial complex,, K Kamrajar road, opposite Asha Nagar,, MUMBAI, MAHARASHTRA, 400080","A1206, O2 Commercial complex, K Kamrajar road, opposite Asha Nagar, MUMBAI, MAHARASHTRA, 400080",,,MAHARASHTRA,MUMBAI
She Capital Trust,IN/AIF2/17-18/0525,"Mar 09, 2018 - Perpetual",anisha@shecapital.vc,Anisha Singh,"25 Palam Marg, Vasant Vihar, New Delhi, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110057","25 Palam Marg, Vasant Vihar, New Delhi, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110057",,,NATIONAL CAPITAL TERRITORY OF DELHI,NEW DELHI
Shepherd's Hill Private Investment Trust,IN/AIF3/18-19/0626,"Dec 12, 2018 - Perpetual",,,"B5 STC Society NS Phadke Marg, Andheri East, MUMBAI, MAHARASHTRA, 400069","B5 STC Society NS Phadke Marg, Andheri East, MUMBAI, MAHARASHTRA, 400069",,,MAHARASHTRA,MUMBAI
Shepherds Hill Private Equity Trust,IN/AIF2/25-26/1827,"Jun 11, 2025 - Perpetual",rgupta@shepherdshill.in,RISHI GUPTA,"1302 Silver Spring Apts Shirley Rajan Road Rizvi Complex Bandra West, MUMBAI, MAHARASHTRA, 400050","B5 STC Society NS Phadke Marg Andheri E, MUMBAI, MAHARASHTRA, 400069",,,MAHARASHTRA,MUMBAI
SHIVA SHAKTI,IN/AIF3/25-26/2045,"Feb 13, 2026 - Perpetual",caankit.apar@gmail.com,Ankit Agrawal,"S.No. 18111 and 18114, Spot 18, Shop S202, Sai Chwok, PUNE, MAHARASHTRA, 411017","S.No. 18111 and 18114, Spot 18, Shop S202, Sai Chwok, PUNE, MAHARASHTRA, 411017",,,MAHARASHTRA,
Shivalik Investment Fund,IN/AIF2/23-24/1441,"Jan 30, 2024 - Perpetual",pravin@shivalikgroup.com,PRAVIN NAKRANI,"Shivalik House, Nr. Aarjav Society,, Nr. Satelite Police Station, Opp. Satyagruh, Chhavani,, AHMEDABAD, GUJARAT, 380015","Shivalik House, Nr. Aarjav Society, Nr. Satelite Police Station, Opp. Satyagruh, Chhavani, AHMEDABAD, GUJARAT, 380015",,,GUJARAT,
SHORELINE VENTURES FUND,IN/AIF1/24-25/1541,"Jun 18, 2024 - Perpetual",rohit@willowtree.vc,ROHIT BODAS,"Parvati Chambers, S. No. 16 1, Karve Road , Opp. Karishma Building, Kothrud, Pune, PUNE, MAHARASHTRA, 411029","Parvati Chambers, S. No. 16 1, Karve Road , Opp. Karishma Building, Kothrud, Pune, PUNE, MAHARASHTRA, 411029",,,MAHARASHTRA,
Shravas Capital Trust,IN/AIF3/25-26/1992,"Dec 17, 2025 - Perpetual",compliance@shravascapital.in,Madhav P V R,"3rd Floor West Wing, Economist House, S15, First Cross Road, Guindy Industrial Estate, CHENNAI, TAMIL NADU, 600032","3rd Floor West Wing, Economist House, S15, First Cross Road, Guindy Industrial Estate, CHENNAI, TAMIL NADU, 600032",,,TAMIL NADU,CHENNAI
SIDBI SME VENTURE FUND,IN/AIF1/25-26/1866,"Jul 29, 2025 - Perpetual",rvdilip@sidbiventure.co.in,RV DILIP Kumar,"SIDBI, Swavalamban Bhavan C 11, G Block, 2nd Floor, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","SIDBI, Swavalamban Bhavan C 11, G Block, 2nd Floor, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051",,,MAHARASHTRA,MUMBAI
Sidvandan Venture Fund,IN/AIF2/24-25/1593,"Sep 11, 2024 - Perpetual",sidvandanfundaif@gmail.com,Praveen Kaushik,"Unit no 9 Third floor Pearls Omaxe Tower, Netaji Subhash Place Pitampura New Delhi, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110034","Unit no 9 Third floor Pearls Omaxe Tower, Netaji Subhash Place Pitampura New Delhi, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110034",,,NATIONAL CAPITAL TERRITORY OF DELHI,NEW DELHI
Sigma Finstock Trust,IN/AIF2/25-26/1805,"May 07, 2025 - Perpetual",kunal@sigmafinstock.com,Kunal Shah,"1002, 10th Floor, P V Enclave, Sindhu Bhavan Marg, Opp Astral House, Nr Shilp Circle, Bodakdev, AHMEDABAD, GUJARAT, 380054","1002, 10th Floor, P V Enclave, Sindhu Bhavan Marg, Opp Astral House, Nr Shilp Circle, Bodakdev, AHMEDABAD, GUJARAT, 380054",,,GUJARAT,
SIGMA VENTURES,IN/AIF2/18-19/0602,"Oct 08, 2018 - Perpetual",ojasvi.b@foxmandal.in,Ojasvi B,"No 1405-1406, 14th Floor. Prestige Meridian Tower 2, 30 MG Road., BANGALORE, KARNATAKA, 560001","No 1405-1406, 14th Floor. Prestige Meridian Tower 2, 30 MG Road., BANGALORE, KARNATAKA, 560001",,,KARNATAKA,BANGALORE
SIHL AIF Investment Trust,IN/AIF3/25-26/2036,"Feb 09, 2026 - Perpetual",shalvi.shah@sihl.in,Tanmay Shah,"SIHL House, Opp Ambawadi Jain Temple,, Nehrunagar Cross Roads, AHMEDABAD, GUJARAT, 380015","SIHL House, Opp Ambawadi Jain Temple, Nehrunagar Cross Roads, AHMEDABAD, GUJARAT, 380015",,,GUJARAT,
Silicon Road India Venture Fund,IN/AIF2/25-26/1929,"Oct 17, 2025 - Perpetual",casuryam@gmail.com,Siddhartha Mookerji,"406 Contour Road, 3rd Stage, Gokulam, V.V. Mohalla, Mysuru 570 002, Karnataka, India, MYSORE, KARNATAKA, 570002","406 Contour Road, 3rd Stage, Gokulam, V.V. Mohalla, Mysuru 570 002, Karnataka, India, MYSORE, KARNATAKA, 570002",,,KARNATAKA,
SILVER NEEDLE VENTURES FUND,IN/AIF1/22-23/1106,"Jul 14, 2022 - Perpetual",deepesh@silverneedle.vc,Deepesh Agarwal,"A705 Brigade Metropolis, 73 Garudacharpalya, ITPL Main Road, BANGALORE, KARNATAKA, 560048","A705 Brigade Metropolis, 73 Garudacharpalya, ITPL Main Road, BANGALORE, KARNATAKA, 560048",,,KARNATAKA,BANGALORE
SilverX Fund,IN/AIF2/25-26/2027,"Jan 29, 2026 - Perpetual",dhiraj@silverx.vc,Dhiraj Sinha,"8th Floor Sanali Spazio Plot No19 , TSIIC Software Units Layout Hitech City, HYDERABAD, TELANGANA, 500081","8th Floor Sanali Spazio Plot No19 , TSIIC Software Units Layout Hitech City, HYDERABAD, TELANGANA, 500081",,,TELANGANA,HYDERABAD
SINGULAR INDIA OPPORTUNITIES TRUST,IN/AIF3/14-15/0121,"Oct 28, 2014 - Perpetual",,,"Office No. 01, 5th Floor,, 1 Sobha, 50, St. Marks Road, BANGALORE, KARNATAKA, 560001",,,,KARNATAKA,BANGALORE
Singularity Equity Fund,IN/AIF3/22-23/1105,"Jul 14, 2022 - Perpetual",yash.kela@singularityholdings.vc,Yash Kela,"A 1404 14th Floor Naman Midtown , Near India Bulls Senapati Bapat Marg Dadar W, MUMBAI, MAHARASHTRA, 400013","A 1404 14th Floor Naman Midtown , Near India Bulls Senapati Bapat Marg Dadar W, MUMBAI, MAHARASHTRA, 400013",,,MAHARASHTRA,MUMBAI
Singularity Green Fund,IN/AIF2/24-25/1744,"Mar 04, 2025 - Perpetual",shailesh@singularityamc.in,Shailesh Kokate,"A 1403, 14th Floor, Naman Midtown, Near Indiabulls , Senapati Bapat Marg, Prabhadevi West Mumbai 40001, MUMBAI, MAHARASHTRA, 400013","A 1403, 14th Floor, Naman Midtown, Near Indiabulls , Senapati Bapat Marg, Prabhadevi West Mumbai 40001, MUMBAI, MAHARASHTRA, 400013",,,MAHARASHTRA,MUMBAI
Singularity Growth Opportunities Fund,IN/AIF2/21-22/0913,"Jul 24, 2021 - Perpetual",santosh@skothari.com,YASH KELA,"A 1404, 14th Floor, Naman Midtown, Near India Bulls, Senapati Bapat Marg, Dadar West, MUMBAI, MAHARASHTRA, 400013","A 1404, 14th Floor, Naman Midtown, Near India Bulls, Senapati Bapat Marg, Dadar West, MUMBAI, MAHARASHTRA, 400013",,,MAHARASHTRA,MUMBAI
Siri Investment Trust,IN/AIF3/18-19/0546,"May 21, 2018 - Perpetual",pv.krishna@itradeanalytics.com,PV KRISHNA,"A307 308 GOLF SCAPPE, VN PURAV MARG, CHEMBUR, MUMBAI, MUMBAI, MAHARASHTRA, 400071","810, PINNACLE CORPORATE PARK, BANDRA , KURLA COMPLEX, MUMBAI, MUMBAI, MAHARASHTRA, 400051",,,MAHARASHTRA,MUMBAI
SIRIUSONE CAPITAL FUND,IN/AIF1/19-20/0716,"Jul 09, 2019 - Perpetual",siriusone.nda@nishithdesai.com,GURUSWAMY RAMASUBRAMANIAN,"Flat No. 15, II Floor, Saena Circle, , 30-32, Duraisamy Road, T Nagar,, CHENNAI, TAMIL NADU, 600017","Flat No. 15, II Floor, Saena Circle, , 30-32, Duraisamy Road, T Nagar, CHENNAI, TAMIL NADU, 600017",,,TAMIL NADU,CHENNAI
Sistema Asia Fund India Ventures,IN/AIF2/18-19/0616,"Nov 14, 2018 - Perpetual",vsehgal@sistemaasiafund.com,VIVAN SEHGAL,"36 2nd floor Gola Market Near Golcha Cinema, Darya Ganj New delhi, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110002","36 2nd floor Gola Market Near Golcha Cinema, Darya Ganj New delhi, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110002",,,NATIONAL CAPITAL TERRITORY OF DELHI,NEW DELHI
SIXTH SENSE,IN/AIF2/13-14/0095,"Feb 17, 2014 - Perpetual",,,"INS Towers, A 1102 1103, Opposite Trident, Bandra Kurla Complex, Bandra East, Mumbai, MUMBAI, MAHARASHTRA, 400051",,,,MAHARASHTRA,MUMBAI
SIXTH SENSE IV,IN/AIF2/24-25/1563,"Jul 19, 2024 - Perpetual",operations@sixth-sense.in,Nimisha Nagarsekar,"INS Towers, A 1102 1103, Opposite Trident, Bandra Kurla Complex, Bandra East, Mumbai, MUMBAI, MAHARASHTRA, 400051","INS Towers, A 1102 1103, Opposite Trident, Bandra Kurla Complex, Bandra East, Mumbai, MUMBAI, MAHARASHTRA, 400051",,,MAHARASHTRA,MUMBAI
Sixth Sense Ventures,IN/AIF2/20-21/0794,"May 08, 2020 - Perpetual",operations@sixth-sense.in,Mansi Ganatra,"INS Towers, A 1102 1103, Opposite Trident, Bandra Kurla Complex, Bandra East, Mumbai, MUMBAI, MAHARASHTRA, 400051","INS Towers, A 1102 1103, Opposite Trident, Bandra Kurla Complex, Bandra East, Mumbai, MUMBAI, MAHARASHTRA, 400051",,,MAHARASHTRA,MUMBAI
SKG Investment Trust,IN/AIF3/25-26/1812,"May 27, 2025 - Perpetual",kush3007@gmail.com,Kush Gupta,"E 20, South Extension,, Part 1, Defence Colony,, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110049","E 20, South Extension, Part 1, Defence Colony, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110049",,,NATIONAL CAPITAL TERRITORY OF DELHI,
Sky Capital Rising Titans Fund I,IN/AIF1/24-25/1747,"Mar 04, 2025 - Perpetual",m.devadiga@skyimpact.com,Mahesh Devadiga,"1102, Lodha Supremus Worli, Dr. E Moses Road, Worli, MUMBAI, MAHARASHTRA, 400018","1102, Lodha Supremus Worli, Dr. E Moses Road, Worli, MUMBAI, MAHARASHTRA, 400018",,,MAHARASHTRA,MUMBAI
SKYRIDGE INVESTMENT TRUST,IN/AIF3/24-25/1723,"Feb 12, 2025 - Perpetual",skyridgefund@gmail.com,ABHISHEK MAHESHWARI,"805 B Wing Jeevan Vihar Building, Manav Mandir Road Malabar Hill, MUMBAI, MAHARASHTRA, 400006","805 B Wing Jeevan Vihar Building, Manav Mandir Road Malabar Hill, MUMBAI, MAHARASHTRA, 400006",,,MAHARASHTRA,MUMBAI
SMALL AND MEDIUM ENTERPRISES ADVANTAGE FUND,IN/AIF2/15-16/0186,"Nov 18, 2015 - Perpetual",,,,,,,,
Small Ticket Funding Ventures Trust,IN/AIF2/24-25/1690,"Jan 07, 2025 - Perpetual",stanley@smallticketfunding.vc,Stanley Stephen,"Innov8 Lower Ground Floor, Salcon Rasvilas, D 1, Saket District Center, Saket, South Delhi, New Delh, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110017","Innov8 Lower Ground Floor, Salcon Rasvilas, D 1, Saket District Center, Saket, South Delhi, New Delh, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110017",,,NATIONAL CAPITAL TERRITORY OF DELHI,
SMART HORIZON ALTERNATIVE INVESTMENT TRUST,IN/AIF3/24-25/1539,"Jun 18, 2024 - Perpetual",hnnadvisory123@gmail.com,Heena Shah,"B 908, Western Edge II, Kanakia Space, Behind Metro Mall, off Western Express Highway, Magathane Borivali East, MUMBAI, MAHARASHTRA, 400066",,,,MAHARASHTRA,MUMBAI
SmartOwner Capital Growth Trust,IN/AIF2/18-19/0610,"Oct 22, 2018 - Perpetual",meenu.agarwal@smartowner.com,Meenu Agarwal,"8th Floor Delta Block Sigma Tech Park , Whitefield, BANGALORE, KARNATAKA, 560066","8th Floor Delta Block Sigma Tech Park , Whitefield, BANGALORE, KARNATAKA, 560066",9110000000000.0,9110000000000.0,KARNATAKA,BANGALORE
SMC Alternate Investment Trust,IN/AIF3/23-24/1455,"Feb 28, 2024 - Perpetual",vinodjamar@smcindiaonline.com,Vinod Kumar Jamar,"11/6B, Shanti Chambers, Pusa Road, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110005","11/6B, Shanti Chambers, Pusa Road, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110005",,,NATIONAL CAPITAL TERRITORY OF DELHI,NEW DELHI
SMS Alternative Investment Trust,IN/AIF2/25-26/2081,"Mar 09, 2026 - Perpetual",vervecapital@gmail.com,Atul Rajwadkar,"IT Park, 20 S.T.P.I. Gayatri Nagar,, Parsodi, Nagpur, NAGPUR, MAHARASHTRA, 440022",,,,MAHARASHTRA,
SOCHARIS INVESTMENTS TRUST,IN/AIF3/24-25/1693,"Jan 07, 2025 - Perpetual",info@mkcoffice.com,SUDHANSHU MAHESHWARI,"1101, Simba Towers, 12, Aradhana Industrial Estate, Near Virwani Industrial Estate, Goregaon East, Mumbai, MUMBAI, MAHARASHTRA, 400063","1101, Simba Towers, 12, Aradhana Industrial Estate, Near Virwani Industrial Estate, Goregaon East, Mumbai, MUMBAI, MAHARASHTRA, 400063",,,MAHARASHTRA,MUMBAI
Sohum Trust,IN/AIF3/21-22/1009,"Mar 10, 2022 - Perpetual",pankaj@sohumamc.com,Pankaj Andani,"Shop No.7,Mayur Pankh,Netaji Subhash Road, , Near Ramayan Mandir,Mulund, MUMBAI, MAHARASHTRA, 400080","611,INS Tower,A wing,G Block,Bandra Kurla Complex,Bandra, MUMBAI, MAHARASHTRA, 400051",,,MAHARASHTRA,MUMBAI
SOLIDARITY ALTERNATIVE INVESTMENT TRUST,IN/AIF3/25-26/1894,"Sep 04, 2025 - Perpetual",mg@solidarity.in,Manish Gupta,"7th Floor, 704 705 Balarama Building, Bandra Kurla Complex Bandra East, MUMBAI, MAHARASHTRA, 400051","7th Floor, 704 705 Balarama Building, Bandra Kurla Complex Bandra East, MUMBAI, MAHARASHTRA, 400051",,,MAHARASHTRA,MUMBAI
SOLVENTIS GROWTH TRUST,IN/AIF3/25-26/2097,"Mar 16, 2026 - Perpetual",SMITTHUMMAR99@GMAIL.COM,SMIT THUMMAR,"Office no. 1005, the Millennium, Near Nanamava Circle, 150 Ring Road, RAJKOT, GUJARAT, 360005",,,,GUJARAT,
Somerset Indus Healthcare India Fund,IN/AIF2/17-18/0313,"Apr 05, 2017 - Perpetual",,,,,,,,
Somerset Indus Healthcare India Fund III,IN/AIF2/23-24/1333,"Aug 17, 2023 - Perpetual",msirdesai@somersetinduscap.com,Mayur Sirdesai,"Unit No. 401, Plot 72 93, Pharma Search House, Hill Road, B G Kher Marg, Worli, Mumbai City, Maharashtra 400018, MUMBAI, MAHARASHTRA, 400018","Unit No. 401, Plot 72 93, Pharma Search House, Hill Road, B G Kher Marg, Worli, Mumbai City, Maharashtra 400018, MUMBAI, MAHARASHTRA, 400018",,,MAHARASHTRA,MUMBAI
Soonicorn Angel Trust - I,IN/AIF1/23-24/1338,"Aug 28, 2023 - Perpetual",pkg@soonicornventures.com,Pravesh Goel,"D1201, Winterhill Apartments, Dwarka Morh, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110059","74, Floor II Sector 28, GURGAON, HARYANA, 120002",,,NATIONAL CAPITAL TERRITORY OF DELHI,
Sorigin Green Solutions Fund,IN/AIF2/24-25/1756,"Mar 10, 2025 - Perpetual",contact.sims@sorigin.co,Nandini Jain,"5W, 5th Floor, The Metropolitan, , Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","5th Floor, Godrej Millenium, 9, Koregaon Park Road, PUNE, MAHARASHTRA, 411001",,,MAHARASHTRA,MUMBAI
Sorin Trust,IN/AIF2/21-22/1015,"Mar 15, 2022 - Perpetual",jcdargar@nykaa.com,Jagdish Dargar,"104, Vasan Udyog Bhavan, Sun Mill Compound, Lower Parel West, MUMBAI, MAHARASHTRA, 400013","104, Vasan Udyog Bhavan, Sun Mill Compound, Lower Parel West, MUMBAI, MAHARASHTRA, 400013",,,MAHARASHTRA,MUMBAI
Spark Alternative Investment Trust,IN/AIF2/18-19/0639,"Feb 22, 2019 - Perpetual",,,"No2 Reflections Leith Castle Center Street Santhome High Road , Santhome Chennai, CHENNAI, TAMIL NADU, 600004","No2 Reflections Leith Castle Center Street Santhome High Road , Santhome Chennai, CHENNAI, TAMIL NADU, 600004",,,TAMIL NADU,CHENNAI
Spark Investment Trust,IN/AIF3/17-18/0331,"May 19, 2017 - Perpetual",,,"No. 1 3rd Floor First Crescent Park Road, Gandhi Nagar Adyar, CHENNAI, TAMIL NADU, 600020",,,,TAMIL NADU,CHENNAI
Spark Midas Investment Trust,IN/AIF2/23-24/1470,"Mar 22, 2024 - Perpetual",vidhya.b@sparkcapital.in,Vidhya Bharathi Balasubramaniam,"No. 1, 3rd Floor, First Crescent Park Road, Gandhi Nagar, Adyar, Chennai, CHENNAI, TAMIL NADU, 600020","No. 1, 3rd Floor, First Crescent Park Road, Gandhi Nagar, Adyar, Chennai, CHENNAI, TAMIL NADU, 600020",,,TAMIL NADU,CHENNAI
Spark Venture Trust,IN/AIF1/22-23/1212,"Feb 17, 2023 - Perpetual",parikh@sparkcapital.in,Rajesh Parikh,"No. 1, 3rd Floor, First Crescent Park Road, Gandhi Nagar, Adyar, CHENNAI, TAMIL NADU, 600020","Unit No. 1252, 5th floor, Solitaire 12 , Solitaire Corporate Park, Guru Hargovindji Marg, MUMBAI, MAHARASHTRA, 400093",,,TAMIL NADU,CHENNAI
SPARROW CAPITAL II,IN/AIF1/21-22/0946,"Nov 02, 2021 - Perpetual",aakash@sparrowvc.com,Aakash Goyal,"4A Ocus Technopolis, Sector 54 Golf Club Road, GURGAON, HARYANA, 122002","4A Ocus Technopolis, Sector 54 Golf Club Road, GURGAON, HARYANA, 122002",,,HARYANA,
Sparrow Capital III Trust,IN/AIF2/24-25/1685,"Jan 07, 2025 - Perpetual",Saurabhsharma@legacygrowth.com,Yash Jain,"2nd Floor Unitus building, 2150 17th Main Rd HAL 2nd Stage Indiranagar, BANGALORE, KARNATAKA, 560008","2nd Floor Unitus building, 2150 17th Main Rd HAL 2nd Stage Indiranagar, BANGALORE, KARNATAKA, 560008",,,KARNATAKA,BANGALORE
SPECIAL OPPORTUNITIES TRUST,IN/AIF2/24-25/1745,"Mar 04, 2025 - Perpetual",alternativescompliance@eaaa.in,Deepak Mukhija,"Edelweiss House Off CST Road , Kalina Mumbai, MUMBAI, MAHARASHTRA, 400098","Edelweiss House Off CST Road , Kalina Mumbai, MUMBAI, MAHARASHTRA, 400098",,,MAHARASHTRA,MUMBAI
SPECIAL SITUATION INDIA TRUST,IN/AIF2/24-25/1746,"Mar 04, 2025 - Perpetual",alternativescompliance@eaaa.in,Deepak Mukhija,"Edelweiss House, Off C.S.T Road,, Kalina,, MUMBAI, MAHARASHTRA, 400098","Edelweiss House, Off C.S.T Road, Kalina, MUMBAI, MAHARASHTRA, 400098",,,MAHARASHTRA,MUMBAI
Speciale Invest Fund I,IN/AIF2/17-18/0342,"Jun 20, 2017 - Perpetual",,,"Springs, D2, Block 3, 1st Main Road, Rajaji Nagar, Thiruvanmyiur, Chennai- 600 041, CHENNAI, TAMIL NADU, 600041",,,,TAMIL NADU,CHENNAI
Speciale Invest Trust,IN/AIF2/20-21/0833,"Oct 19, 2020 - Perpetual",vishesh.rajaram@specialeinvest.com,Vishesh Rajaram,"Springs D2 Block 3 1st Main Road, Rajaji Nagar Thiruvanmyiur, CHENNAI, TAMIL NADU, 600041","Springs D2 Block 3 1st Main Road, Rajaji Nagar Thiruvanmyiur, CHENNAI, TAMIL NADU, 600041",,,TAMIL NADU,CHENNAI
Speciale Investment Trust II,IN/AIF2/25-26/2086,"Mar 10, 2026 - Perpetual",vishesh.rajaram@specialeinvest.com,Vishesh Rajaram,"Springs, D2, Block 3, 1st Main Road, Rajaji Nagar Thiruvanmiyur, CHENNAI, TAMIL NADU, 600041",,,,TAMIL NADU,CHENNAI
Spectra Capital Trust,IN/AIF2/24-25/1642,"Nov 27, 2024 - Perpetual",shaurya@foresightfutures.in,Shaurya Garg,"Unit no109 to 111 Tower B Pioneer Urban Sector 62 Ghata Badshahpur, GURGAON, HARYANA, 122101","Unit no109 to 111 Tower B Pioneer Urban Sector 62 Ghata Badshahpur, GURGAON, HARYANA, 122101",,,HARYANA,
Sporos Capital,IN/AIF2/24-25/1696,"Jan 09, 2025 - Perpetual",kshitij@sporoscapital.in,Kshitij Kuthiala,"5th Floor DLF 2 Horizon Center, Phase 5 Sector 43 DLF QE DLF 1 Police Station DLF QE, GURGAON, HARYANA, 122002","5th Floor DLF 2 Horizon Center, Phase 5 Sector 43 DLF QE DLF 1 Police Station DLF QE, GURGAON, HARYANA, 122002",,,HARYANA,
Spotlight Strategic Partners Fund,IN/AIF2/25-26/1878,"Aug 13, 2025 - Perpetual",ankit@spotlightsp.com,Ankit Jain,"Innov8 Times Square 4th Floor A wing, Andheri Kurla Road Gamdevi Marol Andheri East, MUMBAI, MAHARASHTRA, 400059","Innov8 Times Square 4th Floor A wing, Andheri Kurla Road Gamdevi Marol Andheri East, MUMBAI, MAHARASHTRA, 400059",,,MAHARASHTRA,MUMBAI
Sprig Growth Fund,IN/AIF1/25-26/2038,"Feb 10, 2026 - Perpetual",vikas@ghfin.co.in,Vikas Agarwal,"Flat No 37 Parivar CGHS Apartments, Plot No 30 LP Extn, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110092","15 Parivar Apartment, 30 IP Extension Patparganj East Delhi, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110092",,,NATIONAL CAPITAL TERRITORY OF DELHI,
Spring Marketing Capital Fund,IN/AIF2/19-20/0759,"Dec 13, 2019 - Perpetual",nari@vishwaksena.co.in,R Narayanan,"Cowrks, 3rd Floor, Birla Centurion, Pandurang Budhkar Marg, Century Mills, Worli, MUMBAI, MAHARASHTRA, 400008","Cowrks, 3rd Floor, Birla Centurion, Pandurang Budhkar Marg, Century Mills, Worli, MUMBAI, MAHARASHTRA, 400008",,,MAHARASHTRA,MUMBAI
Spring Marketing Capital Fund II,IN/AIF2/25-26/1849,"Jul 17, 2025 - Perpetual",natasha@springmarketingcapital.com,Natasha Dhinda,"5W, 5th Floor, The Metropolitan, , Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","No 46, Unit No 301, and 302, 3rd Floor, Renaissance DC Chambers, Subbarama, Chetty Road, Basavanagudi, BANGALORE, KARNATAKA, 560004",,,MAHARASHTRA,MUMBAI
Sprout Venture Partners Fund,IN/AIF1/16-17/0280,"Nov 29, 2016 - Perpetual",,,"73, 2nd Main Road, Palace Guttahalli, BANGALORE, KARNATAKA, 560003",,,,KARNATAKA,BANGALORE
Sprout Venture Partners Trust,IN/AIF2/22-23/1032,"Apr 01, 2022 - Perpetual",sahil@sproutvp.com,Sahil Gupta,"No. 73, 2nd Main Road, Palace Guttahalli, BANGALORE, KARNATAKA, 560003","No. 409, Prestige Center Point, Cunningham Road, BANGALORE, KARNATAKA, 560052",,,KARNATAKA,BANGALORE
Spurgrowth Alternative Investment Trust,IN/AIF2/22-23/1099,"Jul 05, 2022 - Perpetual",m.nair@spurgrowth.in,Muraleedharan Nair,"25 2 8th Floor SN Towers MG Road, BANGALORE, KARNATAKA, 560001","25 2 8th Floor SN Towers MG Road, BANGALORE, KARNATAKA, 560001",,,KARNATAKA,BANGALORE
SPVH AIF TRUST I,IN/AIF2/22-23/1248,"Mar 23, 2023 - Perpetual",sujay.prakash@spvhgroup.com,Sujay Prakash,"Unit 315, Hubtown Viva, off western express highway, near shankarwadi,, Jogeshwari East,, MUMBAI, MAHARASHTRA, 400060","Unit 315, Hubtown Viva, off western express highway, near shankarwadi, Jogeshwari East, MUMBAI, MAHARASHTRA, 400060",,,MAHARASHTRA,MUMBAI
Spyre Proptech Venture Fund,IN/AIF2/23-24/1277,"May 18, 2023 - Perpetual",mohit.rakhecha@venturecatalysts.in,Mohit Rakhecha,"B Wing, 9th Floor, Unit 1, Times Square, Marol Metro Station,, Andheri East, Mumbai 400059, Maharashtra, India, MUMBAI, MAHARASHTRA, 400059","B Wing, 9th Floor, Unit 1, Times Square, Marol Metro Station, Andheri East, Mumbai 400059, Maharashtra, India, MUMBAI, MAHARASHTRA, 400059",,,MAHARASHTRA,MUMBAI
SREI ALTERNATIVE INVESTMENT TRUST,IN/AIF1/12-13/0041,"Mar 15, 2013 - Perpetual",,,"Vishwakarma, 86C Topsia Road, KOLKATA, WEST BENGAL, 700046",,,,WEST BENGAL,KOLKATA
SREI MULTIPLE ASSET INVESTMENT TRUST,IN/AIF2/13-14/0077,"Oct 08, 2013 - Perpetual",,,"Vishwakarma , 86C Topsia Road, KOLKATA, WEST BENGAL, 700046",,,,WEST BENGAL,KOLKATA
SREI VENTURE CAPITAL TRUST,IN/AIF1/25-26/2007,"Jan 02, 2026 - Perpetual",kumar.gaurav@taiml.co.in,Gaurav Kumar,"Vishwakarma, 86 C,, Topsia South, KOLKATA, WEST BENGAL, 700046","Vishwakarma, 86 C, Topsia South, KOLKATA, WEST BENGAL, 700046",,,WEST BENGAL,KOLKATA
SRINIDHI CATEGORY II ALTERNATIVE INVESTMENT FUND,IN/AIF2/13-14/0078,"Oct 15, 2013 - Perpetual",,,"New No-17, Old No-4,, Krishnaswamy Avenue, Mylapore, CHENNAI, TAMIL NADU, 600004",,,,TAMIL NADU,CHENNAI
SRS ALTERNATIVE INVESTMENT FUND,IN/AIF2/15-16/0145,"Apr 24, 2015 - Perpetual",,,,,,,,
Stakeboat Capital Fund,IN/AIF2/16-17/0273,"Nov 08, 2016 - Perpetual",,,"Flat No. 3, 2nd Floor, Gokul Tower, 9 AND 10, C.P. Ramasamy Road, Alwarpet, Chennai, CHENNAI, TAMIL NADU, 600018",,,,TAMIL NADU,CHENNAI
